id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
40533,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Women White Dial Watch
27899,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Scullers For Her Women Purple Top
15193,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Arrow Sport Men Stripes Navy Blue Polo Tshirts
34022,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Palm Tree Boys Printed Green T-shirt
21709,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fossil Men Quartz Black Dial Watch JR1338
12987,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,Fila Men Mountainaire Black Casual Shoe
13435,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,United Colors of Benetton Men Stripes Blue Tshirts
33456,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual,Baggit Women Billuz Roy Green Handbag
22524,Unisex,Footwear,Sandal,Sandals,Grey,Fall,2011,Casual,Crocs Unisex Grey Sandals
32742,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013,Casual,Fila Men Calve Grey Shoes
45274,Women,Accessories,Wallets,Wallets,Beige,Summer,2015,Casual,Lino Perros Women Beige Twofold Wallet
43183,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Watch
40534,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Titan Women Silver Dial Watch
36329,Men,Footwear,Shoes,Casual Shoes,Purple,Spring,2007,Casual,Newfeel Men Purple Casual Shoes
48130,Women,Accessories,Bags,Handbags,Black,Winter,2016,Casual,Fossil Women Black Handbag
12148,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011,Ethnic,Aurelia Women Blue Kurti
44532,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Coolers Men Black Sandals
2602,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Sports,ADIDAS Women Fiesta Purple T-shirt
16343,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Peter England Men Check Blue Shirt
4357,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,DC Comics Men's Green Lantern T-shirt
47171,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Ganuchi Men Black Sandals
41629,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,Mark Taylor Men Black Trousers
58152,Unisex,Accessories,Headwear,Caps,Navy Blue,Fall,2012,Casual,Puma Unisex Navy Blue Foundation Cap
16986,Women,Footwear,Shoes,Flats,Black,Fall,2011,Casual,Puma Women Miami Black Flip Flops
25996,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Paris Hilton Fairy Dust Women Perfume
28487,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Urban Yoga Men Printed Grey Innerwear T-shirt
12728,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Timberland Men Printed Maroon Tshirts
29109,Women,Accessories,Socks,Socks,Purple,Summer,2012,Casual,Puma Women Pack of 2 Purple Socks
15707,Unisex,Accessories,Socks,Socks,Black,Summer,2012,Sports,Nike Unisex Pack of 3 Black Socks
54105,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Rocia Women White Flats
4162,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Inkfruit Women's To do List Sea Green T-shirt
34226,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Proline Men Black T-shirt
2261,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2010,Casual,Nike Unisex Grey & Black Backpack
7377,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men's Brown Casual Shoe
21582,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2011,Casual,United Colors of Benetton Women Washed Blue Jeans
11317,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,United Colors of Benetton Women Washed Black Jeans
13440,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,United Colors of Benetton Men Printed Grey Tshirts
2028,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010,Casual,ADIDAS Men Classic Navy Blue T-shirt
22338,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,John Players Men Solid Black Polo T-Shirt
24699,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men Cell Tolero Black Sports Shoes
21115,Women,Apparel,Topwear,Tops,Lavender,Fall,2011,Casual,s.Oliver Women Solid Lavender Top
4777,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,ADIDAS Women's Flora Blue T-shirt
12105,Women,Apparel,Topwear,Kurtis,White,Fall,2011,Ethnic,W Women Printed White Kurtis
32730,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,FILA Men Skeletoes Black Shoes
36700,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Nina Ricci Women Apple Perfume
41460,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Lee Cooper Men Black & Beige Sandals
52413,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015,Casual,Red Rose Women Black Nightdress
13023,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,Inc 5 Women Casual Red Heels
53738,Men,Apparel,Bottomwear,Track Pants,White,Summer,2012,Casual,ADIDAS Men White Track Pant
27827,Men,Accessories,Belts,Belts,Black,Summer,2013,Casual,Bulchee Men Black Leather Belt
49858,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Kids Unisex Black Digital Watch
25328,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO Edifice Men Black Dial Chronograph Watch EX030
15918,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,ADIDAS Unisex BP Cable Black Backpack
29188,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012,Casual,United Colors of Benetton Men Black Laptop Bag
27476,Women,Apparel,Innerwear,Bra,Black,Winter,2015,Casual,Jockey Essence Black Seamless Bra 2003
33049,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Mother Earth Women Printed Blue Kurta
43930,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Catwalk Women Black Heeled Shoes
6481,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Polo Black T-shirt
25326,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO Edifice Men Black Dial Watch ED423
54513,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,F Sports Men Brown Rodeo Shoes
38009,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Men White Watch
18267,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011,Ethnic,Aneri Women Navranga Multi Kurta
59293,Men,Accessories,Watches,Watches,White,Winter,2016,Formal,Titan Edge Men White Dial Watch
58187,Women,Accessories,Bags,Handbags,Peach,Summer,2012,Casual,Rocky S Women Peach Handbag
15183,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011,Casual,Arrow Sport Men Check Blue Sweaters
12160,Women,Apparel,Bottomwear,Leggings,Yellow,Fall,2011,Ethnic,Aurelia Women Solid Yellow Leggings
6879,Women,Apparel,Topwear,Tops,Peach,Summer,2011,Casual,Forever New Women Peach Floral Lace Neckline Peach Top
30002,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Aspen Women White Dial Watch
43194,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch NA2049SM09
42628,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual,Estelle Women Earrings
59294,Men,Apparel,Topwear,Shirts,Blue,Fall,2012,Casual,U.S. Polo Assn. Men Blue Shirt
42273,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Vans Unisex White Authentic Shoes
54124,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Flats
57103,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Elle Women Blue Top
46627,Women,Personal Care,Fragrance,Deodorant,Orange,Spring,2017,Casual,Rasasi Women Chastity Deo and Perfume Set
45863,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Vishudh Women Multi Coloured Kurta
9003,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Tote Black Handbags
29121,Women,Footwear,Shoes,Heels,Silver,Summer,2012,Casual,Puma Women Lily Thong Silver Flats
30201,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,Nike Unisex Classic Turf Black Backpack
42621,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual,Estelle Women Earrings
56013,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Colorbar Soft Touch Rose Quartz Lipstick 043
43397,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Lino Perros Men Black Wallet
46423,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Timex Women Pearl White Dial Watch
22502,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk  Women Blue Casual Flats
16505,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans
46275,Women,Apparel,Topwear,Tunics,Blue,Summer,2012,Casual,109F Women Blue & White Printed Tunic
7956,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011,Casual,Puma Men's Jersey Grey Short
32338,Women,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Q&Q Women Blue Dial Watch
24296,Men,Accessories,Socks,Socks,Red,Summer,2016,Casual,Quiksilver Men Red Socks
16166,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Enroute Men Leather Brown Formal Shoes
15525,Women,Footwear,Shoes,Heels,Black,Fall,2011,Casual,Rockport Women Jeanie Thong Perf Black Flats
48778,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012,Casual,Lucera Women Silver Pendant with Chain
37447,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Turtle Men Black Belt
3733,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Sports,Kochi Tuskers Mens Fangear Jersey
13013,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Wedges
57151,Women,Apparel,Innerwear,Camisoles,Peach,Summer,2017,Casual,Elle Women Peach Camisole
17820,Men,Footwear,Sandal,Sandals,Brown,Fall,2011,Casual,Lee Cooper Men  Brown Sandal
42810,Women,Apparel,Innerwear,Briefs,Black,Summer,2012,Casual,Little Miss Intimates Women Black Bikini Brief
33289,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Arrow Sport Men White Slim Fit Shirt
21328,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Louis Philippe Men Sunglasses LP202-C2
56048,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017,Casual,Colorbar Rare Truffle Lipstick 03
43132,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,David Beckham Men Signature Perfume
49408,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Men Black Era Shoes
11788,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011,Ethnic,Vishudh Women Multi Coloured Kurta
23820,Unisex,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,Puma Unisex Black Flip Flops
32952,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,ADIDAS Neo Men Court Sequence Black Shoes
14663,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Basics Men Navy Blue Slim Fit Checked Shirt
17644,Unisex,Footwear,Flip Flops,Flip Flops,Green,Summer,2012,Casual,Converse Unisex Casual Green Slipper
26103,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Formal,John Miller Men Striped Black Shirt
41495,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Locomotive Men Purple T-shirt
53150,Women,Footwear,Shoes,Heels,Green,Winter,2015,Casual,Catwalk Women Green Heels
17012,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,Rocia Women Brown Heels
34069,Women,Footwear,Shoes,Flats,Black,Fall,2012,Formal,Clarks Women Black Leather Flat Shoes
6648,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Nike Men's Air 180 White Shoe
4771,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Sports,ADIDAS Women's Purple Polo T-shirt
44584,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Brushed Jeans
17471,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual,Beyouty Women Julia BR 02 White Bra
18439,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011,Casual,Vital Gear Unisex Grey Bag
23476,Men,Accessories,Scarves,Scarves,Grey,Winter,2015,Casual,Lino Perros Men Grey Check Scarf
13673,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Even Keel Casual Shoes
7564,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's Teal Blue Polo T-shirt
24698,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Probase Men White Check Shirt
13826,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011,Casual,Indigo Nation Men Stripes Navy Blue Sweaters
23845,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men White Sprint Star Sports Shoes
11389,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Men White T-shirt
17842,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Nike Women Sweet Classic High Black Casual Shoe
40987,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Gini and Jony Boys Core Blue T-shirt
38293,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Reid & Taylor Men Brown Wallet
46273,Women,Apparel,Topwear,Tunics,Black,Summer,2012,Casual,109F Women Black Embellished Tunic
14630,Women,Apparel,Bottomwear,Skirts,Brown,Fall,2011,Casual,United Colors of Benetton Women Check Brown Skirts
36558,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Jack & Jones Men Note Navy Blue T-shirt
55836,Women,Personal Care,Bath and Body,Nail Essentials,Blue,Spring,2017,Casual,Colorbar Nail Polish Remover
16399,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Levis Men White Striped Shirt
6876,Women,Apparel,Topwear,Jackets,Peach,Summer,2011,Casual,Forever New Women Peach Jacket
27415,Women,Apparel,Bottomwear,Capris,Black,Winter,2015,Casual,Jockey Women Black Relaxed Capris
34230,Men,Apparel,Topwear,Tshirts,Grey,Summer,2013,Casual,Proline Men Grey T-shirt
22731,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,2011,Sports,Nike Men Air Max Conquer ACG Brown Sports Boot
11513,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Lifestyle Blue Flats
13244,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Casual,Palm Tree Kids Boys Solid Black Shorts
41899,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,Playboy Men Ibiza Perfume Buy 1 Get 1 free
15375,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Fila Men Flow Black Casual Shoes
15523,Women,Footwear,Shoes,Heels,Black,Fall,2011,Casual,Rockport Women Jeanie Thong Chain Black Flats
3351,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Myntra Men's Black Letter Equals White T-shirt
53104,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual,Fabindia Silver & Gold Earrings
48121,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Fossil Women Black Belt
9662,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Reversible Bling Blue Shirts
35911,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Peperone Women Red Handbag
50743,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Chief Men Brown Shoes
21176,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men Theodore White Sports Shoe
29575,Men,Footwear,Shoes,Casual Shoes,Charcoal,Summer,2012,Casual,Vans Men Era Charcoal Shoes
19784,Men,Apparel,Topwear,Tshirts,Green,Winter,2016,Casual,U.S. Polo Assn. Men Solid Green Tshirt
8743,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Indigo Nation Men Checks  Green Shirt
25942,Women,Accessories,Scarves,Scarves,Yellow,Summer,2012,Casual,Femella Women Yellow & Green Scarf
18803,Men,Accessories,Belts,Belts,Brown,Summer,2011,Casual,Peter England Men Casual Brown Belt
50576,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,2016,Casual,Chromozome Men Pack of Two Trunks
16363,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Peter England Men Check Blue Shirt
28834,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Biba Women Printed Multi Coloured Kurta
23102,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,2011,Formal,Turtle Men Formal Blue Tie Cufflink & Pocket Square Set
23566,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Boss Men Pure Perfume
3676,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Fila Men's Spanker White Shoe
5581,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2011,Casual,Ant Kids Girl's Flower Print Frill Pink Kidswear
56151,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017,Casual,Colorbar Kohl Intense Blackened Eye Liner 001
7679,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men's Polo Neck Black T-shirt
49982,Women,Apparel,Innerwear,Briefs,Black,Winter,2015,Casual,Hanes Women Pack of 3 Briefs
36281,Women,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2017,Casual,SDL by Sweet Dreams Women Blue Night suits
4202,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Disney Kids Boy's Navy Crew Sea Life Sialing Kidswear
16216,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011,Casual,Puma Men Lifestyle  Grey Track Pant
11033,Women,Apparel,Topwear,Tops,Red,Fall,2011,Casual,Jealous 21 Women Check Red Tops
57070,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Elle Women Blue Jeans
4692,Unisex,Accessories,Watches,Watches,Green,Winter,2016,Sports,ADIDAS Unisex New York Griffiti Digital Green Watch
44800,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Spykar Women Purple Top
16482,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Locomotive Men Check Blue Shirt
5782,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,Jealous 21 Women Purple Peace Top
44697,Women,Apparel,Topwear,Tops,Red,Fall,2012,Casual,Wills Lifestyle Red & White Checked Top
25466,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Downshifter Black Sports Shoes
50051,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016,Casual,Hanes Men Black Innerwear Vest
46908,Men,Apparel,Bottomwear,Jeans,White,Summer,2012,Casual,Peter England Men White Jeans
6597,Women,Apparel,Topwear,Tops,Green,Summer,2011,Casual,Spykar Women's Round Neck Green Top
29260,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,ADIDAS Unisex Clima Mid Blue Shoes
57079,Women,Apparel,Dress,Jumpsuit,Blue,Summer,2012,Casual,Elle Women Blue Jumpsuit
23796,Women,Footwear,Shoes,Flats,Black,Summer,2011,Casual,Clarks Women Black Leather Ballerinas
13103,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,ADIDAS Men Sf Striped Hood Black Sweatshirts
33504,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,Doodle Kids Girl Printed Pink Dress
56167,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Summer,2019,Casual,Colorbar Precision Waterproof Eye Liner
3029,Women,Apparel,Topwear,Tshirts,Peach,Summer,2011,Casual,Lee Women Zoe Dark Peach T-shirt
5970,Men,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,Highlander Men Red White Checked Shirts
29657,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Indigo Nation Men Check White Shirt
59712,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,2012,Casual,Avirate Black Babydoll Nightdress
12618,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Probase Men Stripes Blue Polo T-Shirts
42168,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Status Quo Men Blue T-shirt
10719,Women,Apparel,Bottomwear,Capris,Blue,Fall,2011,Casual,Nike Women Training Blue Capris
2356,Unisex,Sporting Goods,Sports Equipment,Basketballs,Black,Winter,2010,Sports,ADIDAS Black & White Unisex Basketball
46167,Women,Accessories,Jewellery,Necklace and Chains,Beige,Winter,2015,Casual,Adrika Women Beige & Pink Necklace
14140,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011,Formal,Belmonte Men Bright Assorted Steel Cufflinks
38970,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Arrow New York Men Light Blue T-shirt
47273,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,FCUK Underwear Men Black Brief
3270,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Guerrilla Men's Poison Navy Blue T-shirt
25297,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Sporty Light Brown Handbag
11290,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016,Casual,Wrangler Men Blue Floyd Fit Jeans
22842,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012,Casual,Woodland Men Khaki Casual Shoes
11638,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Puma Men Blockbuster Silver Black Watches
10345,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Graphic Printed Black Tshirts
30742,Men,Apparel,Topwear,Nehru Jackets,Blue,Summer,2012,Ethnic,Fabindia Men Striped Blue Silk Sleeveless Jacket
56908,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,HM Women Blue Heels
23731,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Ray-Ban Men High Street Sunglasses
13998,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011,Sports,Nike Men Printed White Sweatshirts
15095,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011,Ethnic,Mother Earth Women Printed Purple Kurtas
18313,Men,Apparel,Topwear,Sweaters,Grey,Spring,2013,Casual,Wills Lifestyle Men Grey Striped Sweater
24945,Girls,Apparel,Topwear,Tops,Green,Summer,2012,Casual,United Colors of Benetton Kids Girls Green Printed Top
24179,Men,Footwear,Flip Flops,Flip Flops,Red,Spring,2012,Casual,Converse Men Ct As Check Box Slipper Red Slippers
27996,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Jockey ZONE Men Black Tanga Brief US18
25609,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black & Grey Dial Watch N2161SL06
53470,Women,Apparel,Innerwear,Bra,Lavender,Summer,2017,Casual,Amante Lavender T-shirt  Bra BCNE11
33753,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Vero Moda Women Black Top
2703,Girls,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Disney Kids Girl's Check Pink Kidswear
22621,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Nike Men Printed Black T-shirt
22873,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012,Casual,Woodland Men Khaki Casual Shoes
6961,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Spalding Men's Running White Blue Shoe
23955,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Provogue Men Purple Shirt
50662,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016,Sports,Chromozome Men Navy Blue Lounge Pants
10317,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Esprit Women Purple Silicon Silver Watches
52364,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015,Casual,Red Rose Women Pink Nightdress
46764,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017,Casual,Valentino Perfumes Men 30 ml Perfume
7027,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's Combo Pack of 2 White Grey T-shirt
20320,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,Mother Earth Men Solid White Shirt
12827,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Spykar Men Check White Shirts
19407,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,ADIDAS Men Solid Black Jersey
52169,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual,Lencia Sterling Silver Ring
43827,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Ethnic,Royal Diadem Maroon Earrings
52397,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015,Casual,Red Rose Women Pink Nightdress
35433,Girls,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Doodle Girls Printed Blue Dress
29295,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Wrangler Women Printed White T-shirt
29261,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men Mactelo White Sports Shoes
46567,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Timex Men White Dial Watch
20775,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Carlton London Women Classy Silver Heels
35061,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Allen Solly Men Leather Brown Belt
14329,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Men Lunar Swift +3 Black Sports Shoes
34988,Women,Apparel,Saree,Sarees,Navy Blue,Summer,2012,Ethnic,Fabindia H& Printed Navy Blue Cotton Mull Sari
10113,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Reebok Men Run Sheer White Sports Shoes
47210,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Franco Leone Men Brown Formal Shoes
17560,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Mark Taylor Men Red & Blue Striped Shirt
23755,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Oakley Men Fast Jacket Black Sunglasses
35402,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2010,Casual,Stens by Enroute Men Black Shoes
39835,Girls,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,Gini and Jony Girls Printed Peach Top
30184,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,Nike Women Athletes Rowena Pink Handbag
34524,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Red Tape Men Brown Sandals
2335,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Casual,Reebok Men Blue Polo T-shirt
15495,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Carlton London Women Casual Black Casual Shoes
6934,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Tantra Men's Mistakes White T-shirt
56953,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black wedges
